utterance,encoded_intent,labels
help seeing the estimated time of arrival of order 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
checking order 00123842 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I do not know how to see purchase 370795561790 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
where to see the status of purchase 113542617735902?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
checking status of order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
want help tracking order 113542617735902,17,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
how can i check the ETA of the order 113542617735902,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me checking the ETA of the purchase 00123842,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help seeing order 732201349959 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
check order 00123842 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
order 732201349959 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
checking status of order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I need to see purchase 00004587345 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
status of order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i dont know what i have to do to locate purchase 00123842,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want help seeing order113542617735902 current status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
where to see order 370795561790 current status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
assistance checking order 00123842 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna see order 113542617735902 status will ya help me,17,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
tracking order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
wanna see purchase 00004587345 bloody current status,17,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
how do I see order 00004587345 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me to check order 113542617735902 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
check ETA of order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
checking ETA of order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
see purchase 00004587345 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
need to see the eta of purchase 00123842,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help to track purchase 370795561790,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know what to do to see order 113542617735902 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how do i check purchase 00004587345 status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
tracking order,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"I want to track my last delivery, how do I do it?",17,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
I do not know how to see the ETA of order 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how  could i locate purchase 00004587345,17,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
how can i see the status of purchase 732201349959,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
where can i check the eta of the order 370795561790,17,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
status of order 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i want help to check the eta of purchase 732201349959,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
see purchase 732201349959 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
track order 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
help me see the status of order 732201349959,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how do I check order 00123842 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
checking status of order 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
checking ETA of order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
what is order 113542617735902 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i want help to see order 370795561790 current status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I cannot see order 00123842 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
showing me ETA of purchase 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
"I have ggot to see the ETA of the order 00123842, help me",17,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
status of order,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
wanna check order 370795561790 damn status how could i do it,17,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]"
I have got to  see purchase 732201349959 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
wanna see the ETA fo the order 370795561790 how do i do it,17,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
can you help me to see the ETA of the purchase 732201349959?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
track order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i hasve to locate purchase 370795561790 how to do it,17,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
see order 00123842 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I want help to locate purchase 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
track order,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
checking status of order 732201349959,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
see purchase 732201349959 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I try to see the status of order 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have got to see the status of order 00004587345 help me,17,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
purchase 113542617735902 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
need help to see purchase 370795561790 current status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
order 00004587345 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
show me current status of purchase 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
order status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
need to see the ETA of theorder 113542617735902,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
check status of order,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
can ya help me seeing the eta of the purchase 370795561790,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
check the status of purchase 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to check pucrhase 370795561790 status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
I do not know how I can see purchase 113542617735902 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how can I track order 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
how do i check the bloody eta of purchase 00123842,17,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
checking order 732201349959 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
need help to see the ETA of the order 00004587345,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna see  the ETA of the purchase 370795561790 i need help,17,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
order 732201349959 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
assistance checking the currnet status of order 732201349959,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
wanna see order 370795561790 current status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
coyld uhelp me check purchase 732201349959 status,17,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
I do not know what I have to do to track order 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
checking order status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I want to check te ETA of purchase 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
help me checking the ETA of the order 370795561790,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where can i see the ETA of order 732201349959,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
"I want to locate order 113542617735902, can I get some help?",17,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
how to check the ETA of the purchase 00123842?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me to check the status of purchase 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where to track order 732201349959,17,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
checking order 00004587345 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to see order 00123842 status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help seeing the ETA of purchasr 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
need help seeing the status of order 113542617735902,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
when will I receive purchase 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
where is ordered 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
checking status of order 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I want help to track purchase 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
purchase 370795561790 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
check order 00004587345 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
"I have to check the ETA of the purchase 00004587345, help me",17,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
"I have got to see the ETA of order 370795561790, help me",17,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I can't see order 00004587345 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how can i see purchase 370795561790 current status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
check status of order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
could I see the status of purchase 00004587345?,17,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want assistance checking the eta of purchase 113542617735902,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
order 113542617735902 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
check the status o purchase 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want assistance to track purchase 732201349959,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to see the ETA of the purchase 732201349959?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
check order 00123842 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
ineed assistance to see purchase 00004587345 status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
where could i see the bloody ETA of the order 732201349959,17,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
how can I see order 370795561790 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
where ispurchase 113542617735902?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
i do not know how to check the status of order 00123842,17,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
wanmt help to check the ETA of order 732201349959,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I need help to rtack order 370795561790,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
purchase 00123842 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I want help to locate  order 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i want assistance checking order 00123842 status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i do not know what to do to track purchase 370795561790,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
see order 732201349959 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance to see purchase 370795561790 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where can i check the current status of purchase 00123842,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
track order 732201349959,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i have to see oredr 00123842 status i need help,17,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
i have to check order 00004587345 status can i get some help,17,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
i want assistance checking purchase 370795561790 status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how do I see the ETA of purchase 113542617735902?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
check order 370795561790 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how can I locate purchase 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I cannot see order 370795561790 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
wanna check order 113542617735902 status help me,17,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
I need assistance to see the ETA of the order 732201349959,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont know how i can check the status of order 732201349959,17,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
want assistance to see the damn ETA of purchase 00123842,17,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
check ETA of order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
need help to check the ETA of purchase 00004587345,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where to check the eta of the purchase 732201349959,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
need help to check the eta of the order 00123842,17,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
help to see the current status of purchase 370795561790,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need to check the ETA of the purchase 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can you help me see the ETA of the purchase 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can uhelp me seeing the ETA of the order 113542617735902,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i expect a reimbursement of 350 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how I could check the refund status,18,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"I expect a damn rebate of $299, has it been processed?",18,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0]"
I expect a refund of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i expect a refund of 299 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i expect a restitution of $1200,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a rebate of $1499,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a restitution of $299 was it processed,18,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I  expect a compensation of 299 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I expect a reimbursement of $1200,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where could I check if there is anything new on my refund?,18,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
I'm waiting for a refund of 350 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"I expect a restitution of 160 dollars, was it processed",18,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
"I expect a damn compensation of $350, was it processed",18,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
I am waiting for a reimbursement of $1499,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a reimbursement of $1499,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waiting for a compensation of $1499,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a compesation of 1200 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I'm waiting for a comensation of $160,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
assistance to see if there are any news on my restitution,18,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I expect a erbate of 299 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I am  waiting for a reimbursement of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I'm waiting for a fucking rebate of $299,18,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a reimbursement of $160,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a reimbursement of $1499,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a compensation of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a goddamn reimbursement of $350,18,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
need help to see if there are any news on my rebate,18,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
I'm waiting for a rebate of 299 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a refund of 160 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I am waiting for a restitution of 350 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a restitution of $160,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waiting for a reimbursement of $350,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a rebate of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a rebate of $1499,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a reimbursement of 1499 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a reimubrsement of $160,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I'm waiting for a rebate of 160 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waiting for a refund of $350,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
can ya help me to checj the current status of my rebate,18,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
i expect a refund of $1200,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I am waiting for a refund of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i expect an rebate of $160 has it been processed,18,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
i cannot know if there is anything new on the fucking refund,18,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]"
I expect a erbate of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I'm waiting for a reimbursement of $160,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a reimbursement of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a refund of $299,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I'm waiting for a reimbursement of $1499,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could you help me check the refund status?,18,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
I am waitnig for a compensation of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I'm waitig for a refund of 160 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
I expect a compensation of $1200,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a refund of $350 was it prcoessed,18,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
i expect a restituton of 160 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I am waiting for a restitution of 160 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a compensation of$1499,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I expect a rebate of 1200 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could I check my reimbursement status?,18,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I'm waiting for a rebate of $160,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a refund of 299 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I'm waiting for an damn rebate of 350 dollars,18,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
I am waiting for a restitution of 1200 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where can i see the status of my refund,18,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
where could I check if there are any updates on my refund?,18,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
i expect a compensation of 1499 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waiting for a rebate of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a compensation of 1200 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a compensation of $1200,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a reimbursement of 299 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a refund of 1200 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I am waiting for a refund of 299 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I am waiting for a compensation of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I would like to check the status of the refund,18,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I'm waiting for a restitution of $299,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a rebate of $299 has it been processed already,18,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
I expect a restitution of $350,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
iexpect a restitution of $1200 has it been processed,18,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
I expect a compensation of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waiting for a reimbursement of $299,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a refund of 1200 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I'm waiting for a compensation of 160 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a rebate of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a refund of 299 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I'm waiting for a refund of $299,18,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I am wating for a reimbursement of $1499,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I expect a reimbursement of 160 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waiting for a restitution of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I am waiting for a refund of $299, has it been processed?",18,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
i expect a rebate of 160 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a restitution of 1499 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a reimbursement of 1499 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a restitution of 350 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a restitution of 350 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
could you help me checking my refund status?,18,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
i expect an compensation of $160 was it processed,18,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
i expect a compensation of $299,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I expect a restitution of $350, was it processed",18,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
I am waiting for a refund of $299,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I want to check my compensation current status,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I am waitung for a rebate of $350,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i exoect a damn restitution of 299 dollars,18,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
i expect an fucking refund of $299,18,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
I'm waiting for a reimbursement of 160 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a reimbursement of $350,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a refund of $160,18,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I am waiting for a reimbursement of 1499 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a rebate of $1200,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i expect a restitution of $299,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm waiting for a compesation of 350 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
check refund status,18,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i expect a restituton of 1200 dollars,18,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I expect a rebate of $299,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I expect a compensation of 350 dollars,18,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
