utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
can you help me switching to the fucking platinum account ?,switch_account,account_type,Platinum,41.0,49.0,ACCOUNT,BIWZ
how do i change to the freemium account,switch_account,account_type,Freemium,23.0,31.0,ACCOUNT,BILQ
can I use the Platinum profile?,switch_account,account_type,Platinum,14.0,22.0,ACCOUNT,BIL
can you help me to use the premium profile?,switch_account,account_type,Premium,27.0,34.0,ACCOUNT,BIL
help to use the free prfoile,switch_account,account_type,free,16.0,20.0,ACCOUNT,BLZ
what do i  have to do to use the damn pro profile,switch_account,account_type,Pro,38.0,41.0,ACCOUNT,BILQWZ
"I want to use the Platinum profile, how can I do it?",switch_account,account_type,Platinum,18.0,26.0,ACCOUNT,BCIL
using Freemium account,switch_account,account_type,Freemium,6.0,14.0,ACCOUNT,BK
help me change to the bloody standard account,switch_account,account_type,Standard,29.0,37.0,ACCOUNT,BLW
where do i switch to the standard account,switch_account,account_type,Standard,25.0,33.0,ACCOUNT,BIQ
I need to change to the platinum account,switch_account,account_type,Platinum,24.0,32.0,ACCOUNT,BL
i dont knoow what i have to do to change to the pro account,switch_account,account_type,Pro,48.0,51.0,ACCOUNT,BLQZ
i need assistance to use the free rpofile,switch_account,account_type,free,29.0,33.0,ACCOUNT,BLQZ
help using the Platinum profile,switch_account,account_type,Platinum,15.0,23.0,ACCOUNT,BL
I try to swith to the free account,switch_account,account_type,free,22.0,26.0,ACCOUNT,BZ
can I sue the premium profile?,switch_account,account_type,Premium,14.0,21.0,ACCOUNT,BILZ
help me to change to the Premium account,switch_account,account_type,Premium,25.0,32.0,ACCOUNT,BL
wanna use hte freemium account will ya help me,switch_account,account_type,Freemium,14.0,22.0,ACCOUNT,BCIPQZ
I don't know what I need to do to change to the free account,switch_account,account_type,free,48.0,52.0,ACCOUNT,BL
how to use the Premium profile,switch_account,account_type,Premium,15.0,22.0,ACCOUNT,BILQ
change to platinum account,switch_account,account_type,Platinum,10.0,18.0,ACCOUNT,BKL
i hsve to use the Platinum profile how do i do it,switch_account,account_type,Platinum,18.0,26.0,ACCOUNT,BCILQZ
I do not know what I need to do to change to the pro account,switch_account,account_type,Pro,49.0,52.0,ACCOUNT,BEL
using standard account,switch_account,account_type,Standard,6.0,14.0,ACCOUNT,BK
help me to use the Freemium profile,switch_account,account_type,Freemium,19.0,27.0,ACCOUNT,BL
is it possible to use the Platinum accout?,switch_account,account_type,Platinum,26.0,34.0,ACCOUNT,BIZ
switching to Pro account,switch_account,account_type,Pro,13.0,16.0,ACCOUNT,BK
using gold account,switch_account,account_type,Gold,6.0,10.0,ACCOUNT,BK
how to use the Platinum profile?,switch_account,account_type,Platinum,15.0,23.0,ACCOUNT,BIL
I don't know how I can change to the Premium account,switch_account,account_type,Premium,37.0,44.0,ACCOUNT,BL
where do I change to the Gold account?,switch_account,account_type,Gold,25.0,29.0,ACCOUNT,BIL
i do not know what to do to switch to the standard account,switch_account,account_type,Standard,42.0,50.0,ACCOUNT,BEQ
how could I use the fucking Freemium profile?,switch_account,account_type,Freemium,28.0,36.0,ACCOUNT,BILPW
switching to gold account,switch_account,account_type,Gold,13.0,17.0,ACCOUNT,BK
I'd like to switch to the damn Premium account how to do it,switch_account,account_type,Premium,31.0,38.0,ACCOUNT,BCIPQW
i have to use the pro account i need  assistance,switch_account,account_type,Pro,18.0,21.0,ACCOUNT,BCQZ
switch user,switch_account,,,,,ACCOUNT,BK
would it be possibble to switch to the fucking gold account,switch_account,account_type,Gold,47.0,51.0,ACCOUNT,BIPQWZ
I have got to change to the premium account,switch_account,account_type,Premium,28.0,35.0,ACCOUNT,BL
switching to Freemium account,switch_account,account_type,Freemium,13.0,21.0,ACCOUNT,BK
use Premium account,switch_account,account_type,Premium,4.0,11.0,ACCOUNT,BK
I do not know what to do to change to the freemium account,switch_account,account_type,Freemium,42.0,50.0,ACCOUNT,BEL
change to the freemium account,switch_account,account_type,Freemium,14.0,22.0,ACCOUNT,BL
switch to pro account,switch_account,account_type,Pro,10.0,13.0,ACCOUNT,BK
where do I change to the Pro account?,switch_account,account_type,Pro,25.0,28.0,ACCOUNT,BIL
what do I need to do to change to the free account?,switch_account,account_type,free,38.0,42.0,ACCOUNT,BIL
what do i need to do to change to the platinum account,switch_account,account_type,Platinum,38.0,46.0,ACCOUNT,BILQ
help using the freemium profile,switch_account,account_type,Freemium,15.0,23.0,ACCOUNT,BL
I'd like to switch to the Platinum account could ya help me,switch_account,account_type,Platinum,26.0,34.0,ACCOUNT,BCIPQ
I need help to change to the Platinum account,switch_account,account_type,Platinum,29.0,37.0,ACCOUNT,BL
i have to use the free account hoe do i do it,switch_account,account_type,free,18.0,22.0,ACCOUNT,BCIQZ
want assistance changing to the gold account,switch_account,account_type,Gold,32.0,36.0,ACCOUNT,BLQ
switch to standard account,switch_account,account_type,Standard,10.0,18.0,ACCOUNT,BK
where do I see purchase 732201349959 status?,track_order,order_id,732201349959,24.0,36.0,ORDER,BIL
track order 370795561790,track_order,order_id,370795561790,12.0,24.0,ORDER,BK
how can i track purchase 00004587345,track_order,order_id,00004587345,25.0,36.0,ORDER,BILQ
help me check the current status of order 370795561790,track_order,order_id,370795561790,42.0,54.0,ORDER,BL
where do I see the current status of order 732201349959?,track_order,order_id,732201349959,43.0,55.0,ORDER,BIL
order 00123842 status,track_order,order_id,00123842,6.0,14.0,ORDER,BK
I want assistance locating purchase 370795561790,track_order,order_id,370795561790,36.0,48.0,ORDER,BL
wanna ese the eta of purchase 370795561790 i need help,track_order,order_id,370795561790,30.0,42.0,ORDER,BCLQZ
check status of order 00123842,track_order,order_id,00123842,22.0,30.0,ORDER,BK
can ya help me tracking purchase 00004587345,track_order,order_id,00004587345,33.0,44.0,ORDER,BILQ
how do I check purchase 00123842 current status?,track_order,order_id,00123842,24.0,32.0,ORDER,BIL
i have got to locate order 113542617735902 could ya help mw,track_order,order_id,113542617735902,27.0,42.0,ORDER,BCILPQZ
order 00004587345 status,track_order,order_id,00004587345,6.0,17.0,ORDER,BK
how to locate order 00004587345?,track_order,order_id,00004587345,20.0,31.0,ORDER,BIL
I try to check the ETA of the purchqse 00123842,track_order,order_id,00123842,39.0,47.0,ORDER,BLZ
I want help seeing order 00123842 current status,track_order,order_id,00123842,25.0,33.0,ORDER,BL
check ETA of order 00004587345,track_order,order_id,00004587345,19.0,30.0,ORDER,BK
tracking order 113542617735902,track_order,order_id,113542617735902,15.0,30.0,ORDER,BK
status of order 00123842,track_order,order_id,00123842,16.0,24.0,ORDER,BK
check order 113542617735902 status,track_order,order_id,113542617735902,12.0,27.0,ORDER,BK
status of order 732201349959,track_order,order_id,732201349959,16.0,28.0,ORDER,BK
track order 00004587345,track_order,order_id,00004587345,12.0,23.0,ORDER,BK
how do i see the ETA of order 00004587345,track_order,order_id,00004587345,30.0,41.0,ORDER,BILQ
I need assistance seeing the status of purchase 00123842,track_order,order_id,00123842,48.0,56.0,ORDER,BL
I can't check the current status of order 113542617735902,track_order,order_id,113542617735902,42.0,57.0,ORDER,BLN
"I want to teack order 00004587345, how to do it?",track_order,order_id,00004587345,22.0,33.0,ORDER,BCIZ
need help seeing order 732201349959 current status,track_order,order_id,732201349959,23.0,35.0,ORDER,BLQ
order 00123842 current status,track_order,order_id,00123842,6.0,14.0,ORDER,BKL
i have to check purchaes 370795561790 bloody current status,track_order,order_id,370795561790,25.0,37.0,ORDER,BLQWZ
I'd like to locate the last parcel help me,track_order,,,,,ORDER,BCLPQ
can you help me locating order 00004587345?,track_order,order_id,00004587345,31.0,42.0,ORDER,BIL
i cannot check the eta of the purchase 00004587345,track_order,order_id,00004587345,39.0,50.0,ORDER,BELNQ
checking ETA of order 00123842,track_order,order_id,00123842,22.0,30.0,ORDER,BK
check order status,track_order,,,,,ORDER,BK
I want to check purchase 113542617735902 status,track_order,order_id,113542617735902,25.0,40.0,ORDER,BL
I have got to se the status of order 00004587345,track_order,order_id,00004587345,37.0,48.0,ORDER,BLZ
I  cannot track purchase 113542617735902,track_order,order_id,113542617735902,25.0,40.0,ORDER,BELNZ
want assistance seeing the ETA of the order 732201349959,track_order,order_id,732201349959,44.0,56.0,ORDER,BLQ
would it be possible to locate purchase113542617735902?,track_order,order_id,113542617735902,39.0,54.0,ORDER,BILPZ
ETA of order 113542617735902,track_order,order_id,113542617735902,13.0,28.0,ORDER,BK
i have to locate purchase 370795561790 can ya help me,track_order,order_id,370795561790,26.0,38.0,ORDER,BCILQ
i have to see the ETA of order 732201349959 i need help,track_order,order_id,732201349959,31.0,43.0,ORDER,BCLQ
see estimated time ofarrival of order 370795561790,track_order,order_id,370795561790,38.0,50.0,ORDER,BKLZ
what do I have to do to see purchase 370795561790 status?,track_order,order_id,370795561790,37.0,49.0,ORDER,BIL
ETA of order 370795561790,track_order,order_id,370795561790,13.0,25.0,ORDER,BK
i need assistance seeong the ETA of order 00004587345,track_order,order_id,00004587345,42.0,53.0,ORDER,BLQZ
can you help em seeing the ETA of the order 00004587345?,track_order,order_id,00004587345,44.0,55.0,ORDER,BILZ
what is purchase 00123842 status,track_order,order_id,00123842,17.0,25.0,ORDER,BILQ
can you help me track purchase 113542617735902?,track_order,order_id,113542617735902,31.0,46.0,ORDER,BIL
check order 732201349959 status,track_order,order_id,732201349959,12.0,24.0,ORDER,BK
I try to hceck the status of purchase 00123842,track_order,order_id,00123842,38.0,46.0,ORDER,BLZ
I want assistance seeing the ETA of the order 00004587345,track_order,order_id,00004587345,46.0,57.0,ORDER,BL
how can I see purchase 00123842 current status?,track_order,order_id,00123842,23.0,31.0,ORDER,BIL
help to see the eta of order 732201349959,track_order,order_id,732201349959,29.0,41.0,ORDER,BLQ
I need help to locate order 00123842,track_order,order_id,00123842,28.0,36.0,ORDER,BL
see order 00123842 current status,track_order,order_id,00123842,10.0,18.0,ORDER,BKL
i need help to check the ETA of order 00123842,track_order,order_id,00123842,38.0,46.0,ORDER,BLQ
help me seeing purchase 00123842 status,track_order,order_id,00123842,24.0,32.0,ORDER,BL
I'm tying to check purchase 00123842 current status,track_order,order_id,00123842,28.0,36.0,ORDER,BLQZ
I need help seeing purchase 00004587345 current status,track_order,order_id,00004587345,28.0,39.0,ORDER,BL
tracking purchase 00123842,track_order,order_id,00123842,18.0,26.0,ORDER,BKL
I have to see the status of order 732201349959,track_order,order_id,732201349959,34.0,46.0,ORDER,BL
what do i have to do to locate purchase 370795561790,track_order,order_id,370795561790,40.0,52.0,ORDER,BILQ
tracking order 00004587345,track_order,order_id,00004587345,15.0,26.0,ORDER,BK
I can't locate order 370795561790,track_order,order_id,370795561790,21.0,33.0,ORDER,BLN
check ETA of order 732201349959,track_order,order_id,732201349959,19.0,31.0,ORDER,BK
I want assistance locating purchase  00123842,track_order,order_id,00123842,37.0,45.0,ORDER,BLZ
checking status of order,track_order,,,,,ORDER,BK
I try to locate oder 113542617735902,track_order,order_id,113542617735902,21.0,36.0,ORDER,BLZ
order 113542617735902 status,track_order,order_id,113542617735902,6.0,21.0,ORDER,BK
what do I have to do to see order 00123842 current status?,track_order,order_id,00123842,34.0,42.0,ORDER,BIL
I try to see the ETA of order 00123842,track_order,order_id,00123842,30.0,38.0,ORDER,BL
i have to see order 00004587345 status can i get some help,track_order,order_id,00004587345,20.0,31.0,ORDER,BCILQ
see estimated time of arrival of purchase 00004587345,track_order,order_id,00004587345,42.0,53.0,ORDER,BKL
order 370795561790 status,track_order,order_id,370795561790,6.0,18.0,ORDER,BK
how to see the status of purchase 113542617735902?,track_order,order_id,113542617735902,34.0,49.0,ORDER,BIL
I don't know how I can see the ETA of order 00123842,track_order,order_id,00123842,44.0,52.0,ORDER,BL
I do not know how to see the ETA of the order 00123842,track_order,order_id,00123842,46.0,54.0,ORDER,BEL
i have to check the current status of purchase 00004587345,track_order,order_id,00004587345,47.0,58.0,ORDER,BLQ
can uhelp me to check purchase 732201349959 status,track_order,order_id,732201349959,31.0,43.0,ORDER,BILQ
want help checking the eta of the purchase 370795561790,track_order,order_id,370795561790,43.0,55.0,ORDER,BLQ
track purchase 732201349959,track_order,order_id,732201349959,15.0,27.0,ORDER,BKL
I am trying to check purchase 732201349959 status,track_order,order_id,732201349959,30.0,42.0,ORDER,BL
check estimated time of arrival of purchase 113542617735902,track_order,order_id,113542617735902,44.0,59.0,ORDER,BKL
check status of order 00004587345,track_order,order_id,00004587345,22.0,33.0,ORDER,BK
see purchase 00123842 current status,track_order,order_id,00123842,13.0,21.0,ORDER,BKL
show me the ETA of order 370795561790,track_order,order_id,370795561790,25.0,37.0,ORDER,B
need help to see the et of order 732201349959,track_order,order_id,732201349959,33.0,45.0,ORDER,BLQZ
wanna see the ETA of the purchase 113542617735902,track_order,order_id,113542617735902,34.0,49.0,ORDER,BLQ
purchase 00123842 status,track_order,order_id,00123842,9.0,17.0,ORDER,BKL
help me checking the fucking ea of the order 00123842,track_order,order_id,00123842,45.0,53.0,ORDER,BQWZ
locating order 370795561790,track_order,order_id,370795561790,15.0,27.0,ORDER,BKL
what is order 732201349959 status,track_order,order_id,732201349959,14.0,26.0,ORDER,BIQ
help seeing the estimated time of arrival of order 00123842,track_order,order_id,00123842,51.0,59.0,ORDER,BL
checking order 00123842 status,track_order,order_id,00123842,15.0,23.0,ORDER,BK
I do not know how to see purchase 370795561790 status,track_order,order_id,370795561790,34.0,46.0,ORDER,BEL
where to see the status of purchase 113542617735902?,track_order,order_id,113542617735902,36.0,51.0,ORDER,BIL
checking status of order 370795561790,track_order,order_id,370795561790,25.0,37.0,ORDER,BK
want help tracking order 113542617735902,track_order,order_id,113542617735902,25.0,40.0,ORDER,BQ
how can i check the ETA of the order 113542617735902,track_order,order_id,113542617735902,37.0,52.0,ORDER,BILQ
help me checking the ETA of the purchase 00123842,track_order,order_id,00123842,41.0,49.0,ORDER,BLQ
help seeing order 732201349959 status,track_order,order_id,732201349959,18.0,30.0,ORDER,BL
check order 00123842 status,track_order,order_id,00123842,12.0,20.0,ORDER,BK
order 732201349959 current status,track_order,order_id,732201349959,6.0,18.0,ORDER,BKL
checking status of order 113542617735902,track_order,order_id,113542617735902,25.0,40.0,ORDER,BK
I need to see purchase 00004587345 status,track_order,order_id,00004587345,23.0,34.0,ORDER,BL
status of order 113542617735902,track_order,order_id,113542617735902,16.0,31.0,ORDER,BK
i dont know what i have to do to locate purchase 00123842,track_order,order_id,00123842,49.0,57.0,ORDER,BLQ
want help seeing order113542617735902 current status,track_order,order_id,113542617735902,22.0,37.0,ORDER,BLQZ
